average_price,type,year,geography
1.45,Organic,2015,Buffalo/Rochester
0.87,Conventional,2015,California
1.39,Organic,2015,California
0.95,Conventional,2015,Charlotte
1.9,Organic,2015,Charlotte
1.07,Conventional,2015,Chicago
1.59,Organic,2015,Chicago
0.79,Conventional,2015,Cincinnati/Dayton
1.32,Organic,2015,Cincinnati/Dayton
1.03,Conventional,2015,Columbus
1.59,Organic,2015,Columbus
0.79,Conventional,2015,Dallas/Ft. Worth
1.43,Organic,2015,Dallas/Ft. Worth
0.83,Conventional,2015,Denver
1.36,Organic,2015,Denver
1.05,Conventional,2015,Detroit
1.53,Organic,2015,Detroit
1.24,Conventional,2015,Grand Rapids
1.55,Organic,2015,Grand Rapids
1.03,Conventional,2015,Great Lakes
1.53,Organic,2015,Great Lakes
1.14,Conventional,2015,Harrisburg/Scranton
2,Organic,2015,Harrisburg/Scranton
1.24,Conventional,2015,Hartford/Springfield
2.34,Organic,2015,Hartford/Springfield
0.73,Conventional,2015,Houston
1.35,Organic,2015,Houston
1.03,Conventional,2015,Indianapolis
1.35,Organic,2015,Indianapolis
0.96,Conventional,2015,Jacksonville
1.9,Organic,2015,Jacksonville
0.95,Conventional,2015,Las Vegas
1.89,Organic,2015,Las Vegas
0.74,Conventional,2015,Los Angeles
1.14,Organic,2015,Los Angeles
0.91,Conventional,2015,Louisville
1.52,Organic,2015,Louisville
0.97,Conventional,2015,Miami/Ft. Lauderdale
1.5,Organic,2015,Miami/Ft. Lauderdale
1.03,Conventional,2015,Midsouth
1.68,Organic,2015,Midsouth
0.91,Conventional,2015,Nashville
1.53,Organic,2015,Nashville
0.86,Conventional,2015,New Orleans/Mobile
1.6,Organic,2015,New Orleans/Mobile
1.12,Conventional,2015,New York
1.9,Organic,2015,New York
1.09,Conventional,2015,Northeast
1.8,Organic,2015,Northeast
0.95,Conventional,2015,Northern New England
1.62,Organic,2015,Northern New England
0.96,Conventional,2015,Orlando
1.87,Organic,2015,Orlando
1.18,Conventional,2015,Philadelphia
1.79,Organic,2015,Philadelphia
0.66,Conventional,2015,Phoenix/Tucson
1.72,Organic,2015,Phoenix/Tucson
1.19,Conventional,2015,Pittsburgh
1.56,Organic,2015,Pittsburgh
1.02,Conventional,2015,Plains
1.82,Organic,2015,Plains
0.93,Conventional,2015,Portland
0.93,Organic,2015,Portland
0.98,Conventional,2015,Raleigh/Greensboro
1.81,Organic,2015,Raleigh/Greensboro
0.98,Conventional,2015,Richmond/Norfolk
1.67,Organic,2015,Richmond/Norfolk
1.01,Conventional,2015,Roanoke
1.55,Organic,2015,Roanoke
1,Conventional,2015,Sacramento
1.68,Organic,2015,Sacramento
0.84,Conventional,2015,San Diego
1.27,Organic,2015,San Diego
1.22,Conventional,2015,San Francisco
1.94,Organic,2015,San Francisco
1.05,Conventional,2015,Seattle
1.03,Organic,2015,Seattle
0.96,Conventional,2015,South Carolina
1.74,Organic,2015,South Carolina
0.78,Conventional,2015,South Central
1.43,Organic,2015,South Central
0.96,Conventional,2015,Southeast
1.74,Organic,2015,Southeast
0.99,Conventional,2015,Spokane
1.32,Organic,2015,Spokane
0.99,Conventional,2015,St. Louis
1.8,Organic,2015,St. Louis
1.32,Conventional,2015,Syracuse
1.53,Organic,2015,Syracuse
0.96,Conventional,2015,Tampa
1.76,Organic,2015,Tampa
0.85,Conventional,2015,West
1.16,Organic,2015,West
0.78,Conventional,2015,West Tex/New Mexico
1.8,Organic,2015,West Tex/New Mexico
1.35,Conventional,2015,Albany
1.89,Organic,2015,Albany
1.08,Conventional,2015,Atlanta
1.89,Organic,2015,Atlanta
1.11,Conventional,2015,Baltimore/Washington
1.67,Organic,2015,Baltimore/Washington
1.03,Conventional,2015,Boise
1.17,Organic,2015,Boise
1.07,Conventional,2015,Boston
1.41,Organic,2015,Boston
1.37,Conventional,2015,Buffalo/Rochester
1.5,Organic,2015,Buffalo/Rochester
0.94,Conventional,2015,California
1.35,Organic,2015,California
0.98,Conventional,2015,Charlotte
1.9,Organic,2015,Charlotte
0.91,Conventional,2015,Chicago
1.58,Organic,2015,Chicago
0.85,Conventional,2015,Cincinnati/Dayton
1.47,Organic,2015,Cincinnati/Dayton
1.03,Conventional,2015,Columbus
1.67,Organic,2015,Columbus
0.82,Conventional,2015,Dallas/Ft. Worth
1.38,Organic,2015,Dallas/Ft. Worth
1.05,Conventional,2015,Denver
1.35,Organic,2015,Denver
1.1,Conventional,2015,Detroit
1.8,Organic,2015,Detroit
1.13,Conventional,2015,Grand Rapids
1.66,Organic,2015,Grand Rapids
1.01,Conventional,2015,Great Lakes
1.55,Organic,2015,Great Lakes
1.11,Conventional,2015,Harrisburg/Scranton
2.09,Organic,2015,Harrisburg/Scranton
1.18,Conventional,2015,Hartford/Springfield
2.24,Organic,2015,Hartford/Springfield
0.75,Conventional,2015,Houston
1.27,Organic,2015,Houston
1.1,Conventional,2015,Indianapolis
1.61,Organic,2015,Indianapolis
1.19,Conventional,2015,Jacksonville
1.83,Organic,2015,Jacksonville
0.96,Conventional,2015,Las Vegas
1.99,Organic,2015,Las Vegas
0.85,Conventional,2015,Los Angeles
1.11,Organic,2015,Los Angeles
1.05,Conventional,2015,Louisville
1.8,Organic,2015,Louisville
1.21,Conventional,2015,Miami/Ft. Lauderdale
1.5,Organic,2015,Miami/Ft. Lauderdale
1.05,Conventional,2015,Midsouth
1.71,Organic,2015,Midsouth
0.99,Conventional,2015,Nashville
1.66,Organic,2015,Nashville
0.92,Conventional,2015,New Orleans/Mobile
1.66,Organic,2015,New Orleans/Mobile
1.23,Conventional,2015,New York
1.93,Organic,2015,New York
1.2,Conventional,2015,Northeast
1.77,Organic,2015,Northeast
1.17,Conventional,2015,Northern New England
1.65,Organic,2015,Northern New England
1.21,Conventional,2015,Orlando
1.89,Organic,2015,Orlando
1.33,Conventional,2015,Philadelphia
1.83,Organic,2015,Philadelphia
0.53,Conventional,2015,Phoenix/Tucson
1.79,Organic,2015,Phoenix/Tucson
1.22,Conventional,2015,Pittsburgh
1.55,Organic,2015,Pittsburgh
1.13,Conventional,2015,Plains
1.69,Organic,2015,Plains
0.98,Conventional,2015,Portland
1.21,Organic,2015,Portland
0.98,Conventional,2015,Raleigh/Greensboro
1.77,Organic,2015,Raleigh/Greensboro
0.99,Conventional,2015,Richmond/Norfolk
1.67,Organic,2015,Richmond/Norfolk
1,Conventional,2015,Roanoke
1.59,Organic,2015,Roanoke
1,Conventional,2015,Sacramento
1.68,Organic,2015,Sacramento
0.94,Conventional,2015,San Diego
1.23,Organic,2015,San Diego
1.15,Conventional,2015,San Francisco
1.87,Organic,2015,San Francisco
1.15,Conventional,2015,Seattle
1.55,Organic,2015,Seattle
1.04,Conventional,2015,South Carolina
1.77,Organic,2015,South Carolina
0.81,Conventional,2015,South Central
1.41,Organic,2015,South Central
1.12,Conventional,2015,Southeast
1.8,Organic,2015,Southeast
1.12,Conventional,2015,Spokane
1.56,Organic,2015,Spokane
1.13,Conventional,2015,St. Louis
1.34,Organic,2015,St. Louis
1.36,Conventional,2015,Syracuse
1.53,Organic,2015,Syracuse
1.15,Conventional,2015,Tampa
1.79,Organic,2015,Tampa
0.88,Conventional,2015,West
1.45,Organic,2015,West
0.83,Conventional,2015,West Tex/New Mexico
1.92,Organic,2015,West Tex/New Mexico
1.33,Conventional,2015,Albany
1.83,Organic,2015,Albany
0.99,Conventional,2015,Atlanta
1.84,Organic,2015,Atlanta
1.17,Conventional,2015,Baltimore/Washington
1.51,Organic,2015,Baltimore/Washington
0.97,Conventional,2015,Boise
0.91,Organic,2015,Boise
1.13,Conventional,2015,Boston
1.48,Organic,2015,Boston
1.35,Conventional,2015,Buffalo/Rochester
1.47,Organic,2015,Buffalo/Rochester
0.9,Conventional,2015,California
1.45,Organic,2015,California
0.96,Conventional,2015,Charlotte
1.9,Organic,2015,Charlotte
0.93,Conventional,2015,Chicago
1.58,Organic,2015,Chicago
0.87,Conventional,2015,Cincinnati/Dayton
1.43,Organic,2015,Cincinnati/Dayton
0.99,Conventional,2015,Columbus
1.53,Organic,2015,Columbus
0.8,Conventional,2015,Dallas/Ft. Worth
1.33,Organic,2015,Dallas/Ft. Worth
0.98,Conventional,2015,Denver
1.43,Organic,2015,Denver
1.08,Conventional,2015,Detroit
1.61,Organic,2015,Detroit
1.13,Conventional,2015,Grand Rapids
1.67,Organic,2015,Grand Rapids
1.01,Conventional,2015,Great Lakes
1.49,Organic,2015,Great Lakes
1.16,Conventional,2015,Harrisburg/Scranton
1.45,Organic,2015,Harrisburg/Scranton
1.27,Conventional,2015,Hartford/Springfield
2.32,Organic,2015,Hartford/Springfield
0.78,Conventional,2015,Houston
1.31,Organic,2015,Houston
1.04,Conventional,2015,Indianapolis
1.49,Organic,2015,Indianapolis
0.99,Conventional,2015,Jacksonville
1.82,Organic,2015,Jacksonville
0.83,Conventional,2015,Las Vegas
1.94,Organic,2015,Las Vegas
0.8,Conventional,2015,Los Angeles
1.21,Organic,2015,Los Angeles
1.04,Conventional,2015,Louisville
1.82,Organic,2015,Louisville
0.99,Conventional,2015,Miami/Ft. Lauderdale
1.57,Organic,2015,Miami/Ft. Lauderdale
1.05,Conventional,2015,Midsouth
1.6,Organic,2015,Midsouth
0.96,Conventional,2015,Nashville
1.62,Organic,2015,Nashville
0.91,Conventional,2015,New Orleans/Mobile
1.55,Organic,2015,New Orleans/Mobile
1.17,Conventional,2015,New York
1.9,Organic,2015,New York
1.2,Conventional,2015,Northeast
1.7,Organic,2015,Northeast
1.21,Conventional,2015,Northern New England
1.65,Organic,2015,Northern New England
0.99,Conventional,2015,Orlando
1.67,Organic,2015,Orlando
1.25,Conventional,2015,Philadelphia
1.5,Organic,2015,Philadelphia
0.49,Conventional,2015,Phoenix/Tucson
1.72,Organic,2015,Phoenix/Tucson
1.25,Conventional,2015,Pittsburgh
1.5,Organic,2015,Pittsburgh
1.1,Conventional,2015,Plains
1.6,Organic,2015,Plains
1.01,Conventional,2015,Portland
1.24,Organic,2015,Portland
0.96,Conventional,2015,Raleigh/Greensboro
1.74,Organic,2015,Raleigh/Greensboro
0.98,Conventional,2015,Richmond/Norfolk
1.53,Organic,2015,Richmond/Norfolk
0.96,Conventional,2015,Roanoke
1.41,Organic,2015,Roanoke
0.98,Conventional,2015,Sacramento
1.72,Organic,2015,Sacramento
0.92,Conventional,2015,San Diego
1.62,Organic,2015,San Diego
1.05,Conventional,2015,San Francisco
1.88,Organic,2015,San Francisco
1.09,Conventional,2015,Seattle
1.51,Organic,2015,Seattle
0.98,Conventional,2015,South Carolina
1.71,Organic,2015,South Carolina
0.81,Conventional,2015,South Central
1.39,Organic,2015,South Central
0.98,Conventional,2015,Southeast
1.7,Organic,2015,Southeast
1.05,Conventional,2015,Spokane
1.59,Organic,2015,Spokane
1.1,Conventional,2015,St. Louis
1.07,Organic,2015,St. Louis
1.36,Conventional,2015,Syracuse
1.54,Organic,2015,Syracuse
0.97,Conventional,2015,Tampa
1.63,Organic,2015,Tampa
0.83,Conventional,2015,West
1.46,Organic,2015,West
0.71,Conventional,2015,West Tex/New Mexico
1.81,Organic,2015,West Tex/New Mexico
1.03,Conventional,2016,Albany
1.75,Organic,2016,Albany
1.05,Conventional,2016,Atlanta
1.48,Organic,2016,Atlanta
1.11,Conventional,2016,Baltimore/Washington
1.56,Organic,2016,Baltimore/Washington
0.77,Conventional,2016,Boise
1.28,Organic,2016,Boise
1.01,Conventional,2016,Boston
1.26,Organic,2016,Boston
1.39,Conventional,2016,Buffalo/Rochester
1.44,Organic,2016,Buffalo/Rochester
0.73,Conventional,2016,California
1.43,Organic,2016,California
0.96,Conventional,2016,Charlotte
1.78,Organic,2016,Charlotte
0.93,Conventional,2016,Chicago
1.62,Organic,2016,Chicago
0.9,Conventional,2016,Cincinnati/Dayton
1.34,Organic,2016,Cincinnati/Dayton
0.91,Conventional,2016,Columbus
1.51,Organic,2016,Columbus
0.78,Conventional,2016,Dallas/Ft. Worth
1.26,Organic,2016,Dallas/Ft. Worth
0.6,Conventional,2016,Denver
1.05,Organic,2016,Denver
0.86,Conventional,2016,Detroit
1.57,Organic,2016,Detroit
0.92,Conventional,2016,Grand Rapids
1.45,Organic,2016,Grand Rapids
0.92,Conventional,2016,Great Lakes
1.44,Organic,2016,Great Lakes
1.09,Conventional,2016,Harrisburg/Scranton
1.58,Organic,2016,Harrisburg/Scranton
1.07,Conventional,2016,Hartford/Springfield
1.51,Organic,2016,Hartford/Springfield
0.78,Conventional,2016,Houston
1.36,Organic,2016,Houston
0.95,Conventional,2016,Indianapolis
1.53,Organic,2016,Indianapolis
1.09,Conventional,2016,Jacksonville
1.51,Organic,2016,Jacksonville
0.8,Conventional,2016,Las Vegas
1.69,Organic,2016,Las Vegas
0.64,Conventional,2016,Los Angeles
1.15,Organic,2016,Los Angeles
0.88,Conventional,2016,Louisville
1.74,Organic,2016,Louisville
1.13,Conventional,2016,Miami/Ft. Lauderdale
1.24,Organic,2016,Miami/Ft. Lauderdale
1.01,Conventional,2016,Midsouth
1.54,Organic,2016,Midsouth
0.98,Conventional,2016,Nashville
1.42,Organic,2016,Nashville
0.86,Conventional,2016,New Orleans/Mobile
1.52,Organic,2016,New Orleans/Mobile
1.07,Conventional,2016,New York
1.61,Organic,2016,New York
1.07,Conventional,2016,Northeast
1.54,Organic,2016,Northeast
0.96,Conventional,2016,Northern New England
1.63,Organic,2016,Northern New England
1.11,Conventional,2016,Orlando
1.33,Organic,2016,Orlando
1.19,Conventional,2016,Philadelphia
1.53,Organic,2016,Philadelphia
0.62,Conventional,2016,Phoenix/Tucson
1.61,Organic,2016,Phoenix/Tucson
1.27,Conventional,2016,Pittsburgh
1.44,Organic,2016,Pittsburgh
0.94,Conventional,2016,Plains
1.5,Organic,2016,Plains
0.75,Conventional,2016,Portland
1.44,Organic,2016,Portland
0.92,Conventional,2016,Raleigh/Greensboro
1.68,Organic,2016,Raleigh/Greensboro
0.96,Conventional,2016,Richmond/Norfolk
1.45,Organic,2016,Richmond/Norfolk
0.91,Conventional,2016,Roanoke
1.24,Organic,2016,Roanoke
0.96,Conventional,2016,Sacramento
1.68,Organic,2016,Sacramento
0.65,Conventional,2016,San Diego
1.41,Organic,2016,San Diego
0.93,Conventional,2016,San Francisco
1.93,Organic,2016,San Francisco
0.89,Conventional,2016,Seattle
1.58,Organic,2016,Seattle
1.03,Conventional,2016,South Carolina
1.58,Organic,2016,South Carolina
0.79,Conventional,2016,South Central
1.38,Organic,2016,South Central
1.06,Conventional,2016,Southeast
1.32,Organic,2016,Southeast
0.9,Conventional,2016,Spokane
1.69,Organic,2016,Spokane
1,Conventional,2016,St. Louis
0.86,Organic,2016,St. Louis
1.34,Conventional,2016,Syracuse
1.46,Organic,2016,Syracuse
1.07,Conventional,2016,Tampa
1.08,Organic,2016,Tampa
0.73,Conventional,2016,West
1.41,Organic,2016,West
0.76,Conventional,2016,West Tex/New Mexico
1.58,Organic,2016,West Tex/New Mexico
1.28,Conventional,2016,Albany
1.83,Organic,2016,Albany
0.93,Conventional,2016,Atlanta
1.66,Organic,2016,Atlanta
1.17,Conventional,2016,Baltimore/Washington
1.37,Organic,2016,Baltimore/Washington
0.93,Conventional,2016,Boise
1.04,Organic,2016,Boise
1.15,Conventional,2016,Boston
1.32,Organic,2016,Boston
1.35,Conventional,2016,Buffalo/Rochester
1.5,Organic,2016,Buffalo/Rochester
0.87,Conventional,2016,California
1.33,Organic,2016,California
0.95,Conventional,2016,Charlotte
1.77,Organic,2016,Charlotte
1.08,Conventional,2016,Chicago
1.62,Organic,2016,Chicago
0.92,Conventional,2016,Cincinnati/Dayton
1.31,Organic,2016,Cincinnati/Dayton
0.97,Conventional,2016,Columbus
1.37,Organic,2016,Columbus
0.85,Conventional,2016,Dallas/Ft. Worth
1.34,Organic,2016,Dallas/Ft. Worth
0.72,Conventional,2016,Denver
0.77,Organic,2016,Denver
1.1,Conventional,2016,Detroit
1.48,Organic,2016,Detroit
1.17,Conventional,2016,Grand Rapids
1.4,Organic,2016,Grand Rapids
1.06,Conventional,2016,Great Lakes
1.48,Organic,2016,Great Lakes
1.14,Conventional,2016,Harrisburg/Scranton
1.32,Organic,2016,Harrisburg/Scranton
1.26,Conventional,2016,Hartford/Springfield
2.08,Organic,2016,Hartford/Springfield
0.84,Conventional,2016,Houston
1.33,Organic,2016,Houston
1,Conventional,2016,Indianapolis
1.51,Organic,2016,Indianapolis
0.95,Conventional,2016,Jacksonville
1.76,Organic,2016,Jacksonville
0.83,Conventional,2016,Las Vegas
1.41,Organic,2016,Las Vegas
0.74,Conventional,2016,Los Angeles
1.08,Organic,2016,Los Angeles
0.89,Conventional,2016,Louisville
1.68,Organic,2016,Louisville
0.97,Conventional,2016,Miami/Ft. Lauderdale
1.52,Organic,2016,Miami/Ft. Lauderdale
1.04,Conventional,2016,Midsouth
1.46,Organic,2016,Midsouth
0.9,Conventional,2016,Nashville
1.53,Organic,2016,Nashville
0.9,Conventional,2016,New Orleans/Mobile
1.52,Organic,2016,New Orleans/Mobile
1.15,Conventional,2016,New York
1.54,Organic,2016,New York
1.2,Conventional,2016,Northeast
1.52,Organic,2016,Northeast
1.24,Conventional,2016,Northern New England
1.66,Organic,2016,Northern New England
0.96,Conventional,2016,Orlando
1.75,Organic,2016,Orlando
1.23,Conventional,2016,Philadelphia
1.37,Organic,2016,Philadelphia
0.59,Conventional,2016,Phoenix/Tucson
1.35,Organic,2016,Phoenix/Tucson
1.23,Conventional,2016,Pittsburgh
1.4,Organic,2016,Pittsburgh
1.08,Conventional,2016,Plains
1.63,Organic,2016,Plains
0.88,Conventional,2016,Portland
1.25,Organic,2016,Portland
0.99,Conventional,2016,Raleigh/Greensboro
1.59,Organic,2016,Raleigh/Greensboro
0.97,Conventional,2016,Richmond/Norfolk
1.35,Organic,2016,Richmond/Norfolk
0.97,Conventional,2016,Roanoke
1.28,Organic,2016,Roanoke
1.08,Conventional,2016,Sacramento
1.68,Organic,2016,Sacramento
0.81,Conventional,2016,San Diego
1.32,Organic,2016,San Diego
1.21,Conventional,2016,San Francisco
1.93,Organic,2016,San Francisco
0.86,Conventional,2016,Seattle
1.29,Organic,2016,Seattle
0.98,Conventional,2016,South Carolina
1.6,Organic,2016,South Carolina
0.84,Conventional,2016,South Central
1.38,Organic,2016,South Central
0.93,Conventional,2016,Southeast
1.64,Organic,2016,Southeast
0.88,Conventional,2016,Spokane
1.2,Organic,2016,Spokane
1.01,Conventional,2016,St. Louis
1.42,Organic,2016,St. Louis
1.36,Conventional,2016,Syracuse
1.54,Organic,2016,Syracuse
0.85,Conventional,2016,Tampa
1.6,Organic,2016,Tampa
0.77,Conventional,2016,West
1.09,Organic,2016,West
0.74,Conventional,2016,West Tex/New Mexico
1.37,Organic,2016,West Tex/New Mexico
1.26,Conventional,2016,Albany
1.67,Organic,2016,Albany
1.04,Conventional,2016,Atlanta
1.84,Organic,2016,Atlanta
1.17,Conventional,2016,Baltimore/Washington
1.59,Organic,2016,Baltimore/Washington
0.92,Conventional,2016,Boise
1.37,Organic,2016,Boise
1.02,Conventional,2016,Boston
1.13,Organic,2016,Boston
1.38,Conventional,2016,Buffalo/Rochester
1.51,Organic,2016,Buffalo/Rochester
0.9,Conventional,2016,California
1.45,Organic,2016,California
0.98,Conventional,2016,Charlotte
1.92,Organic,2016,Charlotte
1.11,Conventional,2016,Chicago
1.52,Organic,2016,Chicago
0.86,Conventional,2016,Cincinnati/Dayton
1.4,Organic,2016,Cincinnati/Dayton
1.03,Conventional,2016,Columbus
1.44,Organic,2016,Columbus
0.79,Conventional,2016,Dallas/Ft. Worth
1.25,Organic,2016,Dallas/Ft. Worth
0.66,Conventional,2016,Denver
1.15,Organic,2016,Denver
1.11,Conventional,2016,Detroit
1.73,Organic,2016,Detroit
1.05,Conventional,2016,Grand Rapids
1.53,Organic,2016,Grand Rapids
1.05,Conventional,2016,Great Lakes
1.46,Organic,2016,Great Lakes
1.15,Conventional,2016,Harrisburg/Scranton
2,Organic,2016,Harrisburg/Scranton
1.18,Conventional,2016,Hartford/Springfield
2.21,Organic,2016,Hartford/Springfield
0.83,Conventional,2016,Houston
1.31,Organic,2016,Houston
0.97,Conventional,2016,Indianapolis
1.51,Organic,2016,Indianapolis
1.21,Conventional,2016,Jacksonville
1.8,Organic,2016,Jacksonville
0.88,Conventional,2016,Las Vegas
1.47,Organic,2016,Las Vegas
0.76,Conventional,2016,Los Angeles
1.18,Organic,2016,Los Angeles
0.9,Conventional,2016,Louisville
1.85,Organic,2016,Louisville
1.2,Conventional,2016,Miami/Ft. Lauderdale
1.49,Organic,2016,Miami/Ft. Lauderdale
1.05,Conventional,2016,Midsouth
1.59,Organic,2016,Midsouth
0.95,Conventional,2016,Nashville
1.51,Organic,2016,Nashville
0.88,Conventional,2016,New Orleans/Mobile
1.48,Organic,2016,New Orleans/Mobile
1.01,Conventional,2016,New York
1.93,Organic,2016,New York
1.09,Conventional,2016,Northeast
1.67,Organic,2016,Northeast
1.08,Conventional,2016,Northern New England
1.55,Organic,2016,Northern New England
1.19,Conventional,2016,Orlando
1.77,Organic,2016,Orlando
1.14,Conventional,2016,Philadelphia
1.68,Organic,2016,Philadelphia
0.71,Conventional,2016,Phoenix/Tucson
1.46,Organic,2016,Phoenix/Tucson
1.22,Conventional,2016,Pittsburgh
1.45,Organic,2016,Pittsburgh
1.12,Conventional,2016,Plains
1.47,Organic,2016,Plains
0.87,Conventional,2016,Portland
1.22,Organic,2016,Portland
1,Conventional,2016,Raleigh/Greensboro
1.66,Organic,2016,Raleigh/Greensboro
0.97,Conventional,2016,Richmond/Norfolk
1.4,Organic,2016,Richmond/Norfolk
0.98,Conventional,2016,Roanoke
1.37,Organic,2016,Roanoke
1.11,Conventional,2016,Sacramento
1.72,Organic,2016,Sacramento
0.79,Conventional,2016,San Diego
1.46,Organic,2016,San Diego
1.24,Conventional,2016,San Francisco
1.95,Organic,2016,San Francisco
0.94,Conventional,2016,Seattle
1.26,Organic,2016,Seattle
1.05,Conventional,2016,South Carolina
1.66,Organic,2016,South Carolina
0.81,Conventional,2016,South Central
1.33,Organic,2016,South Central
1.09,Conventional,2016,Southeast
1.69,Organic,2016,Southeast
0.98,Conventional,2016,Spokane
1.19,Organic,2016,Spokane
1.15,Conventional,2016,St. Louis
0.98,Organic,2016,St. Louis
1.37,Conventional,2016,Syracuse
1.53,Organic,2016,Syracuse
1.05,Conventional,2016,Tampa
1.59,Organic,2016,Tampa
0.81,Conventional,2016,West
1.27,Organic,2016,West
0.83,Conventional,2016,West Tex/New Mexico
1.45,Organic,2016,West Tex/New Mexico
1.22,Conventional,2016,Albany
1.83,Organic,2016,Albany
0.92,Conventional,2016,Atlanta
1.65,Organic,2016,Atlanta
1.09,Conventional,2016,Baltimore/Washington
1.58,Organic,2016,Baltimore/Washington
0.9,Conventional,2016,Boise
1.77,Organic,2016,Boise
1.05,Conventional,2016,Boston
1.46,Organic,2016,Boston
1.31,Conventional,2016,Buffalo/Rochester
1.49,Organic,2016,Buffalo/Rochester
0.88,Conventional,2016,California
1.36,Organic,2016,California
0.92,Conventional,2016,Charlotte
1.76,Organic,2016,Charlotte
1.01,Conventional,2016,Chicago
1.62,Organic,2016,Chicago
0.89,Conventional,2016,Cincinnati/Dayton
1.42,Organic,2016,Cincinnati/Dayton
0.89,Conventional,2016,Columbus
0.96,Organic,2016,Columbus
1.02,Conventional,2016,Dallas/Ft. Worth
1.35,Organic,2016,Dallas/Ft. Worth
0.6,Conventional,2016,Denver
0.86,Organic,2016,Denver
0.94,Conventional,2016,Detroit
1.24,Organic,2016,Detroit
0.94,Conventional,2016,Grand Rapids
1.49,Organic,2016,Grand Rapids
0.95,Conventional,2016,Great Lakes
1.31,Organic,2016,Great Lakes
1.13,Conventional,2016,Harrisburg/Scranton
1.79,Organic,2016,Harrisburg/Scranton
1.27,Conventional,2016,Hartford/Springfield
2.28,Organic,2016,Hartford/Springfield
0.91,Conventional,2016,Houston
1.38,Organic,2016,Houston
0.93,Conventional,2016,Indianapolis
1.13,Organic,2016,Indianapolis
0.93,Conventional,2016,Jacksonville
1.66,Organic,2016,Jacksonville
1.08,Conventional,2016,Las Vegas
1.47,Organic,2016,Las Vegas
0.76,Conventional,2016,Los Angeles
1.06,Organic,2016,Los Angeles
0.89,Conventional,2016,Louisville
1.49,Organic,2016,Louisville
0.96,Conventional,2016,Miami/Ft. Lauderdale
1.42,Organic,2016,Miami/Ft. Lauderdale
1.01,Conventional,2016,Midsouth
1.54,Organic,2016,Midsouth
0.87,Conventional,2016,Nashville
1.37,Organic,2016,Nashville
0.9,Conventional,2016,New Orleans/Mobile
1.34,Organic,2016,New Orleans/Mobile
1.3,Conventional,2016,New York
2.09,Organic,2016,New York
1.21,Conventional,2016,Northeast
1.82,Organic,2016,Northeast
1.07,Conventional,2016,Northern New England
1.67,Organic,2016,Northern New England
0.93,Conventional,2016,Orlando
1.59,Organic,2016,Orlando
1.34,Conventional,2016,Philadelphia
1.81,Organic,2016,Philadelphia
0.61,Conventional,2016,Phoenix/Tucson
1.61,Organic,2016,Phoenix/Tucson
1.2,Conventional,2016,Pittsburgh
1.16,Organic,2016,Pittsburgh
1.16,Conventional,2016,Plains
1.33,Organic,2016,Plains
0.9,Conventional,2016,Portland
1.6,Organic,2016,Portland
0.96,Conventional,2016,Raleigh/Greensboro
1.59,Organic,2016,Raleigh/Greensboro
0.97,Conventional,2016,Richmond/Norfolk
1.45,Organic,2016,Richmond/Norfolk
0.99,Conventional,2016,Roanoke
1.55,Organic,2016,Roanoke
1.11,Conventional,2016,Sacramento
1.73,Organic,2016,Sacramento
0.85,Conventional,2016,San Diego
1.31,Organic,2016,San Diego
1.05,Conventional,2016,San Francisco
1.89,Organic,2016,San Francisco
0.92,Conventional,2016,Seattle
1.47,Organic,2016,Seattle
0.95,Conventional,2016,South Carolina
1.5,Organic,2016,South Carolina
0.94,Conventional,2016,South Central
1.35,Organic,2016,South Central
0.9,Conventional,2016,Southeast
1.55,Organic,2016,Southeast
0.97,Conventional,2016,Spokane
1.52,Organic,2016,Spokane
1.1,Conventional,2016,St. Louis
0.68,Organic,2016,St. Louis
1.32,Conventional,2016,Syracuse
1.64,Organic,2016,Syracuse
0.81,Conventional,2016,Tampa
1.44,Organic,2016,Tampa
0.78,Conventional,2016,West
1.27,Organic,2016,West
1.12,Conventional,2016,West Tex/New Mexico
1.47,Organic,2016,West Tex/New Mexico
1.16,Conventional,2016,Albany
1.79,Organic,2016,Albany
1.04,Conventional,2016,Atlanta
1.71,Organic,2016,Atlanta
1.11,Conventional,2016,Baltimore/Washington
1.47,Organic,2016,Baltimore/Washington
0.94,Conventional,2016,Boise
1.24,Organic,2016,Boise
1.03,Conventional,2016,Boston
1.52,Organic,2016,Boston
1.21,Conventional,2016,Buffalo/Rochester
1.81,Organic,2016,Buffalo/Rochester
0.88,Conventional,2016,California
1.43,Organic,2016,California
0.95,Conventional,2016,Charlotte
1.75,Organic,2016,Charlotte
1.12,Conventional,2016,Chicago
1.61,Organic,2016,Chicago
0.94,Conventional,2016,Cincinnati/Dayton
1.3,Organic,2016,Cincinnati/Dayton
0.92,Conventional,2016,Columbus
1.28,Organic,2016,Columbus
0.8,Conventional,2016,Dallas/Ft. Worth
1.36,Organic,2016,Dallas/Ft. Worth
0.8,Conventional,2016,Denver
0.95,Organic,2016,Denver
1.04,Conventional,2016,Detroit
1.46,Organic,2016,Detroit
1.13,Conventional,2016,Grand Rapids
1.54,Organic,2016,Grand Rapids
1.04,Conventional,2016,Great Lakes
1.45,Organic,2016,Great Lakes
1.07,Conventional,2016,Harrisburg/Scranton
1.49,Organic,2016,Harrisburg/Scranton
1.12,Conventional,2016,Hartford/Springfield
2.27,Organic,2016,Hartford/Springfield
